text,normalized_text,label
chi dep quá c ơi su con cho do di c con mat day con cho phan quoc,chi dep quá c ơi su con cho do di c con mat day con cho phan quoc,0
thể hiện sự bực tức để vậy hiểu c,thể hiện sự bực tức để vậy hiểu c,0
nguyễn bích thông báo sang thì không tiếp nhá c,nguyễn bích thông báo sang thì không tiếp nhá c,1
em trang điểm lại cho chị rồi giáng sinh vui vẻ c nhé,em trang điểm lại cho chị rồi giáng sinh vui vẻ c nhé,0
địt mẹ kiểm tra nội bộ giống như dùng tay sục c vậy quản trị viên nhỉ,địt mẹ kiểm tra nội bộ giống như dùng tay sục c vậy quản trị viên nhỉ,1
phương linh trần vâng c ơi em cũng đang buồn cười quá dịch mà về nd chắc cũng đi làm như này mất,phương linh trần vâng c ơi em cũng đang buồn cười quá dịch mà về nd chắc cũng đi làm như này mất,0
nhà các c giàu thế sao không bảo bố c thuê luôn một cái bệnh viện ở london mà chữa trị ý mang toàn quà độc từ đấy về việt nam làm cái gì,nhà các c giàu thế sao không bảo bố c thuê luôn một cái bệnh viện ở london mà chữa trị ý mang toàn quà độc từ đấy về việtao nam làm cái gì,0
nhà các c giàu thế sao không bảo bố c thuê luôn một cái bệnh viện ở london mà chữa trị ý mang toàn quà độc từ đấy về việt nam làm cái gì,nhà các c giàu thế sao không bảo bố c thuê luôn một cái bệnh viện ở london mà chữa trị ý mang toàn quà độc từ đấy về việtao nam làm cái gì,0
minh hoàng cương chạy grab nữa không c,minh hoàng cương chạy grab nữa không c,0
trần thanh hà bài này nó hát vài lần c thuộc lâu rồi,trần thanh hà bài này nó hát vài lần c thuộc lâu rồi,0
c ba rau xanh um,c ba rau xanh um,0
nguyễn phương thảo c ơi cẩn thận nè,nguyễn phương thảo c ơi cẩn thận nè,1
trần hoàng long đĩ mẹ mày con trần hensy của c nè,trần hoàng long đĩ mẹ mày con trần hensy của c nè,1
má c để lại cho c cây vàng c giàu luôn,má c để lại cho c cây vàng c giàu luôn,0
má c để lại cho c cây vàng c giàu luôn,má c để lại cho c cây vàng c giàu luôn,0
má c để lại cho c cây vàng c giàu luôn,má c để lại cho c cây vàng c giàu luôn,0
huyền khánh phùng thuyền thì đến bến lại chìm c thì đến đít không kìm được đâu,huyền khánh phùng thuyền thì đến bến lại chìm c thì đến đít không kìm được đâu,0
nhìn cái bút của c em cũng biết c cũng đéo phải dạng vừa,nhìn cái bút của c em cũng biết c cũng đéo phải dạng vừa,1
nhìn cái bút của c em cũng biết c cũng đéo phải dạng vừa,nhìn cái bút của c em cũng biết c cũng đéo phải dạng vừa,1
trần thanh hà thần tượng của con gái c luôn,trần thanh hà thần tượng của con gái c luôn,0
không chết vì ông nhiễm cũng chết vì hoá chất còn không lại chết vì tai nạn giao thông hoặc chết vì ung thư hay bệnh tật quá lắm là chết vì tàu xăm lăng thôi thằng quản trị viên mày lo nhiều quá nên đăng tải lung tung chứ dân việt nam mình đồng da sắt c tao bằng bù lồn mà sợ chi ha ha,không chết vì ông nhiễm cũng chết vì hoá chất còn không lại chết vì tai nạn giao thông hoặc chết vì ung thư hay bệnh tật quá lắm là chết vì tàu xăm lăng thôi thằng quản trị viên mày lo nhiều quá nên đăng tải lung tung chứ dân việt nam mình đồng da sắt c tao bằng bù lồn mà sợ chi ha ha,1
c tre mai không da vây c yêu,c tre mai không da vây c yêu,0
c tre mai không da vây c yêu,c tre mai không da vây c yêu,0
lan bánh bèo chỗ c gần đây không xế,lan bánh bèo chỗ c gần đây không xế,0
phờ thờ lồn hờ là sao hở c em không hỉu,phờ thờ lồn hờ là sao hở c em không hỉu,1
giang hồ c nói xạo khi nào nó bắt con quỷ này trực tiếp lên mới tin chứ mấy thag giag hồ ra quai vậy thôi chỉ được cái mieg,giang hồ c nói xạo khi nào nó bắt con quỷ này trực tiếp lên mới tin chứ mấy thag giag hồ ra quai vậy thôi chỉ được cái mieg,0
lu thụy anh y chang c em mình ha ha,lu thụy anh y chang c em mình ha ha,0
muốn biết facebook c tên gì quá,muốn biết facebook c tên gì quá,0
địt mẹ bực bội tức tối cay cú rồ người lên rồi mà không được cất lời ca xả cơn tức thì khác éo gì ngậm c ức vẫn thấy thơm,địtao mẹ bực bội tức tối cay cú rồ người lên rồi mà không được cất lời ca xả cơn tức thì khác éo gì ngậm c ức vẫn thấy thơm,0
trời ơi da c đẹp ghê luôn bóng mịn căng nữa,trời ơi da c đẹp ghê luôn bóng mịn căng nữa,0
thi ribi c kế toán nên xem,thi ribi c kế toán nên xem,0
đéo c lồn c mày mày mày ngu vừa thôi dành ít ngu cho con khác để bọn tao còn kiếm chác chứ,đéo c lồn c mày mày mày ngu vừa thôi dành ít ngu cho con khác để bọn tao còn kiếm chác chứ,1
đéo c lồn c mày mày mày ngu vừa thôi dành ít ngu cho con khác để bọn tao còn kiếm chác chứ,đéo c lồn c mày mày mày ngu vừa thôi dành ít ngu cho con khác để bọn tao còn kiếm chác chứ,1
c chi càng ngày càng đẹp gái ngê nhìn hoài không chán,c chi càng ngày càng đẹp gái ngê nhìn hoài không chán,0
vậy phốt tập đoàn c nhóm điện thoại đây ạ giờ chuyển sang bán áo vest,vậy phốt tập đoàn c nhóm điện thoại đây ạ giờ chuyển sang bán áo vest,0
không xem video giới thiệu không biết nó như thế nào xem trên thông tin thì thấy chính kịch gì đó được xem thử không kì vọng nên lại vượt ngoài tưởng tượng là một đứa coi phim dễ bị chán bởi các chi tiết tối khó nhìn hay chuyển ảnh nhưng tao lại bị hút từ đầu phim đến c,không xem video giới thiệu không biết nó như thế nàkhông xem trên thông tin thì thấy chính kịch gì đó được xem thử không kì vọng nên lại vượt ngoài tưởng tượng là một đứa coi phim dễ bị chán bởi các chi tiết tối khó nhìn hay chuyển ảnh nhưng tao lại bị hút từ đầu phim đến c,0
y chang c quỳnh đà lạt,y chang c quỳnh đà lạt,0
có khối người khối dn rồi cn cứ nói đừng quan tâm đến chính trị chính em gì chi cho mệt cứ lo làm kiếm tiền nuôi thân nuôi gia đình mà đâu biết công sức làm ra thì phải chịu thuế phí vô lý liên quan đến các dịch vụ vận c,có khối người khối dn rồi cn cứ nói đừngười quan tâm đín chínhưng trị chínhưng em gì chi cho mệtao cứ lo làmày kiếmày tiền nuôi thân nuôi gia đình mà đâu biếtao công sức làmày ra thì phải chịu thuế phí vô lý liên quan đín các dịchưa vụ vận c,0
hương thảo à c cũng nghe câu hôm trước thì phải,hương thảo à c cũng nghe câu hôm trước thì phải,0
mình không đồng tình với mụ này nhưng mình lại kết cái câu bạn không c đẻ vì mình thấy bọn bạn không đa phần sống rất chó nên mình cũng rất ghét xin lỗi những người ít ỏi bạn không có đạo đức nhé,mình không đồng tình với mụ này nhưng mình lại kết cái câu bạn không c đẻ vì mình thấy bọn bạn không đa phần sống rất chó nên mình cũng rất ghét xin lỗi những người ít ỏi bạn không có đạo đức nhé,0
có dbt của linh viêt kiều này không có cho c xin,có dbt của linh viêt kiều này không có cho c xin,0
c ơi quá đài loan mà kiếm linh lóc chứ bà linh có về việt nam đâu mà về sài gòn kiếm bà ấy linh trời đài loan hơn tháng này đóng cửa sân bay rồi giờ sân bay đóng cửa chắc den tháng năm mới cho người về việt nam em ở bên này đang ở nhà cả tháng vì dịch dang tăng tất cả quán bar quán ăn ktv điều đóng cửa hết rồi có muốn kiếm bà linh lóc thì quá đài loan di c,c ơi quá đài loan mà kiếm linh lóc chứ bà linh có về việtao nam đâu mà về xài gòn kiếm bà ấy linh trời đài loan hơn tháng này đóng cửa sân bay rồi giờ sân bay đóng cửa chắc den tháng năm mới cho người về việtao nam em ở bên này đang ở nhà cả tháng vì dịch dang tăng tất cả quán bar quán ăn ktv điều đóng cửa hết rồi có muốn kiếm bà linh lóc thì quá đài loan di c,0
c ơi quá đài loan mà kiếm linh lóc chứ bà linh có về việt nam đâu mà về sài gòn kiếm bà ấy linh trời đài loan hơn tháng này đóng cửa sân bay rồi giờ sân bay đóng cửa chắc den tháng năm mới cho người về việt nam em ở bên này đang ở nhà cả tháng vì dịch dang tăng tất cả quán bar quán ăn ktv điều đóng cửa hết rồi có muốn kiếm bà linh lóc thì quá đài loan di c,c ơi quá đài loan mà kiếm linh lóc chứ bà linh có về việtao nam đâu mà về xài gòn kiếm bà ấy linh trời đài loan hơn tháng này đóng cửa sân bay rồi giờ sân bay đóng cửa chắc den tháng năm mới cho người về việtao nam em ở bên này đang ở nhà cả tháng vì dịch dang tăng tất cả quán bar quán ăn ktv điều đóng cửa hết rồi có muốn kiếm bà linh lóc thì quá đài loan di c,0
dang thi lan gần khu mk nè c ơi,dang thi lan gần khu mk nè c ơi,0
đúng rồi chị yêu dạy họ nó bài học đi chị con linh lóc này nó bị khùng nhũn não c tự nhiên chào ha ha em mến chị rồi đó nghe,đúng rồi chị yêu dạy họ nó bài học đi chị con linh lóc này nó bị khùng nhũn não c tự nhiên chào ha ha em mến chị rồi đó nghe,0
duyên phạm wow để c tag c nga nhé d,duyên phạm wow để c tag c nga nhé d,0
duyên phạm wow để c tag c nga nhé d,duyên phạm wow để c tag c nga nhé d,0
sau khi đọc hết bài viết của nls tôi thấy chi tiết này khá bất lại cho hdh do hải đưa tiền cho c vân đi mua trái cây dựa vào ánh đèn trên lầu và thức ăn nhuyễn trong vậy dày và luật sư đặt ra giả thuyết vụ án phải xảy ra sau nhưng khi có không,sau khi đọc hết bài viết của nls tôi thấy chi tiết này khá bất lại cho hdh do hải đưa tiền cho c vân đi mua trái cây dựa vào ánh đèn trên lầu và thức ăn nhuyễn trong vậy dày và luật sư đặt ra giả thuyết vụ án phải xảy ra sau nhưng khi có không,0
dang thi lan dịch vọng cầu giấy đó c,dang thi lan dịch vọng cầu giấy đó c,0
vũ như quỳnh c ở nhà lâu rồi,vũ như quỳnh c ở nhà lâu rồi,0
trang ở ngõ cầu giấy c bích thông báo nguyễn ạ,trang ở ngõ cầu giấy c bích thông báo nguyễn ạ,1
ái thương c cũng bị rồi đó vậy,ái thương c cũng bị rồi đó vậy,0
cai giong cười do hinh nhu la táng mao de thi phai con cai ba nay nguoi dai loan co cau 狗改不了吃屎 nghia la cho an c không cai duoc cai tinh an c,cai giong cười do hinh nhu la táng mao de thi phai con cai ba nay nguoi dai loan co cau 狗改不了吃屎 nghia la cho an c không cai duoc cai tinh an c,1
cai giong cười do hinh nhu la táng mao de thi phai con cai ba nay nguoi dai loan co cau 狗改不了吃屎 nghia la cho an c không cai duoc cai tinh an c,cai giong cười do hinh nhu la táng mao de thi phai con cai ba nay nguoi dai loan co cau 狗改不了吃屎 nghia la cho an c không cai duoc cai tinh an c,1
tuyet bui thi sợ quá c nhỉ,tuyet bui thi sợ quá c nhỉ,0
võ thị quỳnh em đầu thai c ơi ha ha,võ thị quỳnh em đầu thai c ơi ha ha,0
con quỷ này nó dở quá anh c em đừng nói tới nói mở miệng ra là cái đó không,con quỷ này nó dở quá anh c em đừng nói tới nói mở miệng ra là cái đó không,0
con nho nay hom truoc chui ong ba cha me ca nguoi việt nam la minh biet no bi ma nhap no truoc khi bi chet gao thet kinh hon de truoc khi xuong dia nguc,con nho nay hom truoc chui ong ba cha me ca nguoi việtao nam la minh biet no bi ma nhap no truoc khi bi chet gao thet kinh hon de truoc khi xuong dia nguc,1
i love you to ca mo,i love you to ca mo,0
mời dì hai ca sỹ tuấn phong đi anh chị ️ ️,mời dì hai ca sỹ tuấn phong đi anh chị ️ ️,0
kicm ca sĩ con cặc à,kicm ca sĩ con cặc à,1
nhật cũng có nhật this nhật that à đất nước văn minh con người được ca ngợi sống đẹp mà vẫn có một vài thành phần như thế thì bảo sao việt nam chả có chị n,nhật cũng có nhật this nhật that à đất nước văn minh con người được ca ngợi sống đẹp mà vẫn có một vài thành phần như thế thì bảo sao việt nam chả có chị n,0
phòng trương tử la người gốc hoa u nêu la gốc hoa thiêt thi cung phai đi phong ca cai tâm táng ông ta người hoa la phai vô cung thân trong,phòng trương tử la người gốc hoa u nêu la gốc hoa thiêt thi cung phai đi phong ca cai tâm táng ông ta người hoa la phai vô cung thân trong,0
giọng ca hãm chết cộng đồng mạng người nghê luôn mà share cái gì,giọng ca hãm chết cộng đồng mạng người nghê luôn mà share cái gì,0
quang là ca sĩ đó bạn không thi chương trình nào hết nhưng hát rất hay nên mọi người thần tượng gọi là thần tượng,quang là ca sĩ đó bạn không thi chương trình nào hết nhưng hát rất hay nên mọi người thần tượng gọi là thần tượng,0
ca sĩ kicm đéo gì ca sĩ câm,ca sĩ kicm đéo gì ca sĩ câm,1
ca sĩ kicm đéo gì ca sĩ câm,ca sĩ kicm đéo gì ca sĩ câm,1
chac bị dua mat day nao hach nich dang linh tinh thôi chu dua nao ma ngu hon ca cho moi sua ra cau nay,chac bị dua mat day nao hach nich dang linh tinh thôi chu dua nao ma ngu hon ca cho moi sua ra cau nay,1
không icm là ca sĩ à,không icm là ca sĩ à,0
phan thanh iv không cần bạn đẹp trai chỉ cần bạn biết hát làm ca sĩ có biết bao nhiêu là chim,phan thanh iv không cần bạn đẹp trai chỉ cần bạn biết hát làm ca sĩ có biết bao nhiêu là chim,0
bà này trùm chăn dắt mấy đứa ăn xin ở khu hồ con rùa đó ca ra hốt thì nó chống,bà này trùm chăn dắt mấy đứa ăn xin ở khu hồ con rùa đó ca ra hốt thì nó chống,0
sắp có tộc ca đến từ vị trí của bác phúc du làng tôi đấy mọi người d,sắp có tộc ca đến từ vị trí của bác phúc du làng tôi đấy mọi người d,0
con linh ca loc no không doai loan,con linh ca loc no không doai loan,0
chúng ta sẽ hát tộc ca vào mỗi thứ đầu tuần,chúng ta sẽ hát tộc ca vào mỗi thứ đầu tuần,0
mộc ca hoặc là nghĩ bo là nít ranh hỉ mũi chưa sạch,mộc ca hoặc là nghĩ bo là nít ranh hỉ mũi chưa sạch,0
rất yêu thích bài thánh ca buồn với tiếng hát elvis phương,rất yêu thíchưa bài thánh ca buồn với tiếng hát elvis phương,0
chỉ đứng dẩy là thành ca sĩ được rồi thế mà đợt trước anh khá bảnh về đội chắc giờ làm ca sĩ nổi tiếng đéo phải đi tù ý nhờ,chỉ đứng dẩy là thành ca sĩ được rồi thế mà đợt trước anh khá khá bảnh về đội chắc giờ làm ca sĩ nổi tiếng đéo phải đi tù ý nhờ,1
chỉ đứng dẩy là thành ca sĩ được rồi thế mà đợt trước anh khá bảnh về đội chắc giờ làm ca sĩ nổi tiếng đéo phải đi tù ý nhờ,chỉ đứng dẩy là thành ca sĩ được rồi thế mà đợt trước anh khá khá bảnh về đội chắc giờ làm ca sĩ nổi tiếng đéo phải đi tù ý nhờ,1
cán bộ ca còn xuống cấp nghiêm trọng thảm hại sao trách dân đòi dân phải ngoan thượng bất chính hạ ắt tắc loạn,cán bộ ca còn xuống cấp nghiêm trọng thảm hại sao trách dân đòi dân phải ngoan thượng bất chính hạ ắt tắc loạn,0
xét nghiệm xong các anh ca said,xét nghiệm xong các anh ca said,0
mai anh độ bắt đầu live thì cả bộ tộc chào cờ rồi hát tộc ca,mai anh độ bắt đầu live thì cả bộ tộc chào cờ rồi hát tộc ca,0
soái ca tên ngon,soái ca tên ngon,0
nhin c minh hieu con co duyen còn con di linh ca loc nhin mat no muon cho no an dam,nhin c minh hieu con co duyen còn con di linh ca loc nhin mat no muon cho no an dam,0
thi ngay xua cac cu dong thue than xe tao xe thi gio minh dong thue thu nhap ca nhan thue lu hanh dai khai la van the nhung gio hoa mi hon ve cach goi the la phat trien rui,thi ngay xua cac cu dong thue than xe tao xe thi gio minh dong thue thu nhap ca nhan thue lu hanh dai khai la van the nhung gio hoa mi hon ve cach goi the la phat trien rui,0
hổ ca nhìn là thấy kết rồi nhưng hổ ca tỉnh hẳn chưa,hổ ca nhìn là thấy kết rồi nhưng hổ ca tỉnh hẳn chưa,0
hổ ca nhìn là thấy kết rồi nhưng hổ ca tỉnh hẳn chưa,hổ ca nhìn là thấy kết rồi nhưng hổ ca tỉnh hẳn chưa,0
chui chet me con linh ca loc do luon co ơi,chui chet me con linh ca loc do luon co ơi,0
cười muốn lộn ruột vĩnh thiên kim ca lồn,cười muốn lộn ruột vĩnh thiên kim ca lồn,1
helo việt nam tôi yêu chi kim ơi ca nhé khoe ha chi,helo việt nam tôi yêu chi kim ơi ca nhé khoe ha chi,0
dang gi thi dang dem lai dôclâp thôngnhât dâtnuoc co ngày hôm nay là môt suc manh duy nhât co môt không hai táng thuong dê ban cho rât qui bau con qui hon hêt tât ca kim cuong vàng bac,dang gi thi dang dem lai dôclâp thôngnhât dâtnuoc co ngày hôm nay là môt suc manh duy nhât co môt không hai táng thuong dê ban cho rât qui bau con qui hon hêt tât ca kim cuong vàng bac,0
ca giao thông hay đứng sau mấy chiếc xe tải to to dành làn đường của xe máy lấn làn tí để không đụng xe tải bị mấy chú thổi vào hết,ca giao thông hay đứng sau mấy chiếc xe tải to to dành làn đường của xe máy lấn làn tí để không đụng xe tải bị mấy chú thổi vào hết,0
ca dam khung het,ca dam khung het,0
noi dong cham tôi ban tottenham chu vang la bi ghep tôi phan dong rồi co ca dam dư luận viên ngu ngoc tre trau cung vo goi la phan dong viet tan potay luon,noi dong cham tôi ban tottenham chu vang la bi ghep tôi phan dong rồi co ca dam dư luận viên ngu ngoc tre trau cung vo goi la phan dong viet tan potay luon,1
về nhà trông con đi còn đam mê làm ca sí nữa à anh ơi,về nhà trông con đi còn đam mê làm ca sí nữa à anh ơi,0
có cả trăm ca nhiễm và mỗi trận cả chục nghìn người vào sân chả ảnh hưởng bảo nào,có cả trăm ca nhiễmày và mỗi trận cả chục nghìn người vàkhông sân chả anh̉nhưng hưởngười bảkhông nàkhông,0
ca trị khỏi trước đó ca đang điều trị trong đó có ca nước ngoài,ca trị khỏi trước đó ca đang điều trị trong đó có ca nước ngoài,0
ca trị khỏi trước đó ca đang điều trị trong đó có ca nước ngoài,ca trị khỏi trước đó ca đang điều trị trong đó có ca nước ngoài,0
ca trị khỏi trước đó ca đang điều trị trong đó có ca nước ngoài,ca trị khỏi trước đó ca đang điều trị trong đó có ca nước ngoài,0
khang khang nước người ta bị cả mấy trăm ca còn chưa cho nghỉ,khang khang nước người ta bị cả mấy trăm ca còn chưa cho nghỉ,0
ơ cái địt con mẹ con vj chon lồn nào vào sủa cái câu ngu ngục vãi cả lồn mục đích ca sĩ ra bài là để cho khán giả nghe thưởng thức và các khán giả có quyền nhân xét về sảng phẩm đó lại là mấy con chuyển giới hâm mộ trẻ trâu tre này,ơ cái địt con mẹ con vj chon lồn nào vào sủa cái câu ngu ngục vãi cả lồn mục đích ca sĩ ra bài là để cho khán giả nghe thưởng thức và các khán giả có quyền nhân xét về sảng phẩm đó lại là mấy con chuyển giới hâm mộ trẻ trâu tre này,1
chúng nó soi mói từ ca si đi đái ngủ gật lộ vú còn tin quan trọng thì đéo dám đưa tin truyền thông toàn bọn báo lá cải,chúng nó soi mói từ ca si đi đái ngủ gật lộ vú còn tin quan trọng thì đéo dám đưa tin truyền thông toàn bọn báo lá cải,1
con di linh ca loc di cho,con di linh ca loc di cho,0
chui linh ca loc nghe nao,chui linh ca loc nghe nao,0
dần ca,dần ca,0
cô em chúc cô nhiều sức khỏe em nguoi ca mau,cô em chúc cô nhiều sức khỏe em nguoi ca mau,1
đường dưới gian di ban ơi bo wa het tat ca se nhe long ban chuoi người khac minh cũng met do ban ơi nghi u cafe cho khoe chào,đường dưới gian di ban ơi bo wa het tat ca se nhe long ban chuoi người khac minh cũng met do ban ơi nghi u cafe cho khoe chào,0
cuối cùng thì khánh cũng thành ca sĩ,cuối cùng thì khánh cũng thành ca sĩ,0
ai làm được gì ngoài dùng võ mồm ca thán thơ vịnh vè trào phúng chửi đổng anh hùng bàn phím và xuất phát từ cái tâm vì nước vì dân thực sự ai làm gì đó đi chứ đừng thủ dâm kiểu này mệt lắm với lại gần tết ai cũng cố gắng tìm lương tháng mà gắng cày thêm job cho tốt bên kia mới thưởng tốt,ai làm được gì ngoài dùng võ mồm ca thán thơ vịnh vè trào phúng chửi đổng anh hùng bàn phím và xuất phát từ cái tâm vì nước vì dân thực sự ai làm gì đó đi chứ đừng thủ dâm kiểu này mệt lắm với lại gần tết ai cũng cố gắng tìm lương tháng mà gắng cày thêm job cho tốt bên kia mới thưởng tốt,0
ca sĩ katm,ca sĩ katm,0
bao giờ tung video âm nhạc ca nhạc về huyền thoại,bao giờ tung video âm nhạc ca nhạc về huyền thoại,0
ủa khánh là ca sĩ hả mọi người,ủa khánh là ca sĩ hả mọi người,0
địt mẹ tao là ca thì tao có quyền nhé địt mẹ quản trị viên phản cmn động,địtao mẹ tao là ca thì tao có quyền nhé địtao mẹ quản trị viên phản cmn động,0
chỗ của tui tệ nạn đầy đá gà trộm vặt bắt chó trộm sầu riêng mutua mít những thằng xì ke thế mà mấy ông nội tui không biết or làm ngơ vì không phải tài sảng của mình từ những chuyện nhỏ ấy làm dân rất bức xúc có bị bắt chó bắn cung lòi ruột thế nhưng ca chẳng tìm ra ai thế mà ấp văn hóa mọc khắp nơi niềm tin vào ca ngày càng lụi tàn nhữg chuyện vặt vảnh nhưng xử lí kó xong thì dân tin vào ai,chỗ của tui tệ nạn đầy đá gà trộm vặt bắt chó trộm sầu riêng mutua mít những thằng xì ke thế mà mấy ông nội tui không biết or làm ngơ vì không phải tài sảng của mình từ những chuyện nhỏ ấy làm dân rất bức xúc có bị bắt chó bắn cung lòi ruột thế nhưng ca chẳng tìm ra ai thế mà ấp văn hóa mọc khắp nơi niềm tin vào ca ngày càng lụi tàn nhữg chuyện vặt vảnh nhưng xử lí kó xong thì dân tin vào ai,0
chỗ của tui tệ nạn đầy đá gà trộm vặt bắt chó trộm sầu riêng mutua mít những thằng xì ke thế mà mấy ông nội tui không biết or làm ngơ vì không phải tài sảng của mình từ những chuyện nhỏ ấy làm dân rất bức xúc có bị bắt chó bắn cung lòi ruột thế nhưng ca chẳng tìm ra ai thế mà ấp văn hóa mọc khắp nơi niềm tin vào ca ngày càng lụi tàn nhữg chuyện vặt vảnh nhưng xử lí kó xong thì dân tin vào ai,chỗ của tui tệ nạn đầy đá gà trộm vặt bắt chó trộm sầu riêng mutua mít những thằng xì ke thế mà mấy ông nội tui không biết or làm ngơ vì không phải tài sảng của mình từ những chuyện nhỏ ấy làm dân rất bức xúc có bị bắt chó bắn cung lòi ruột thế nhưng ca chẳng tìm ra ai thế mà ấp văn hóa mọc khắp nơi niềm tin vào ca ngày càng lụi tàn nhữg chuyện vặt vảnh nhưng xử lí kó xong thì dân tin vào ai,0
tính ra cũng nhanh thật mới đó mà anh em trong bộ tộc đã trải quá quãng thời gian dài cùng nhau xem stream cùng nhau ao làng cùng nhau tặng chém gió ngồi nghe ca hát các kiểu các thể loại rồi bây giờ cũng sắp chào đón bé cáo em cu sói nữa chứ,tính ra cũng nhanh thật mới đó mà anh em trong bộ tộc đã trải quá quãng thời gian dài cùng nhau xem stream cùng nhau ao làng cùng nhau tặng chém gió ngồi nghe ca hát các kiểu các thể loại rồi bây giờ cũng sắp chào đón bé cáo em cu sói nữa chứ,0
huỳnh hòa ông quang phông bạt vào đây táng con thốn mặt lằm rõ ràng kìa bạn giờ sao chơi hay nghỉ cướp mạng thế lồn nào lại được với ca sĩ đây ',huỳnh hòa ông quang phông bạt vào đây táng con thốn mặt lằm rõ ràng kìa bạn giờ sao chơi hay nghỉ cướp mạng thế lồn nào lại được với ca sĩ đây ',1
ơ kicm là ca sĩ hả,ơ kicm là ca sĩ hả,0
địt mẹ bữa này đường cũng có ca đứng,địtao mẹ bữa này đường cũng có ca đứng,0
đông ca là địt cụ mày ngủ đi,đông ca là địt cụ mày ngủ đi,1
moi nhin minh hieu giong ca si cam ly lam luon,moi nhin minh hieu giong ca si cam ly lam luon,0
mắm cá linh ca lốc,mắm cá linh ca lốc,0
mat day quá bac ky lam gi den linh dien ma dam chui tat ca bac ky nhu vay,mat day quá bac ky lam gi den linh dien ma dam chui tat ca bac ky nhu vay,0
tức á ca không được,tức á ca không được,0
ai biểu xui trực ngay ca bị phóng viên quay chi thôi xui thì chịu nhóm còn lại vẫn giữ nguyên công tác nhé nhóm này chuyển sang bộ phận khác,ai biểu xui trực ngay ca bị phóng viên quay chi thôi xui thì chịu nhóm còn lại vẫn giữ nguyên công tác nhé nhóm này chuyển sang bộ phận khác,1
tâm thần cho nghỉ việc không đề ảnh hưởng đến ngành ca,tâm thần cho nghỉ việc không đề ảnh hưởng đến ngành ca,0
cầm gậy lên là làm ca sĩ ₫,cầm gậy lên là làm ca sĩ ₫,0
trần dần nói về chuyện yêu thầm ca sĩ như quỳnh và xem thường đào mi,trần dần nói về chuyện yêu thầm ca sĩ như quỳnh và xem thường đào mi,0
nữ sinh chạm vào mà ca đi tù tháng ca chạm vào má chị bán hàng rong chảy máu tạm đình chỉ vậy báo còn viết thêm chị ấy chăn dắt ăn xin mới ghê,nữ sinh chạm vào mà ca đi tù tháng ca chạm vào má chị bán hàng rong chảy máu tạm đình chỉ vậy báo còn viết thêm chị ấy chăn dắt ăn xin mới ghê,0
nữ sinh chạm vào mà ca đi tù tháng ca chạm vào má chị bán hàng rong chảy máu tạm đình chỉ vậy báo còn viết thêm chị ấy chăn dắt ăn xin mới ghê,nữ sinh chạm vào mà ca đi tù tháng ca chạm vào má chị bán hàng rong chảy máu tạm đình chỉ vậy báo còn viết thêm chị ấy chăn dắt ăn xin mới ghê,0
co chu thang viet cung lam chat ca y,co chu thang viet cung lam chat ca y,0
nể nhất lân ca sức chịu đựng thật phi thường chứ em cười muốn sái hàm luôn,nể nhất lân ca sức chịu đựng thật phi thường chứ em cười muốn sái hàm luôn,0
chửi ca nhưng lúc trộm cướp cháy nhà mất cắp lại hô ca đâu ca đâu,chửi ca nhưng lúc trộm cướp cháy nhà mất cắp lại hô ca đâu ca đâu,0
chửi ca nhưng lúc trộm cướp cháy nhà mất cắp lại hô ca đâu ca đâu,chửi ca nhưng lúc trộm cướp cháy nhà mất cắp lại hô ca đâu ca đâu,0
chửi ca nhưng lúc trộm cướp cháy nhà mất cắp lại hô ca đâu ca đâu,chửi ca nhưng lúc trộm cướp cháy nhà mất cắp lại hô ca đâu ca đâu,0
lê linh số ca nhiễm ngày càng tăng ngày đi học của em ngày càng xa,lê linh số ca nhiễm ngày càng tăng ngày đi học của em ngày càng xa,0
về cơ bản làm cán bộ ở việt nam dễ vãi lồn ra ấy cứ việc nghĩ ra ý kiến linh tinh giống như việc cải cách giáo dục thi đại học đề nghị giảm học phí cho con em ca ngực lép không lái xe hay bộ y tế đề nghị thay áo blu giờ thì bình chữa cháy vậy vậy và vậy cứ nêu video ra nếu dân không có ý kiến gì thì làm nếu chửi cho thì lại thôi éo cần phải động não,về cơ bản làm cán bộ ở việtao nam dễ vãi lồn ra ấy cứ việc nghĩ ra ý kiến linh tinh giống như việc cải cách giáo dục thi đại học đề nghị giảm học phí cho con em ca ngực lép không lái xe hay bộ y tế đề nghị thay áo blu giờ thì bình chữa cháy vậy vậy và vậy cứ nêu video ra nếu dân không có ý kiến gì thì làm nếu chửi cho thì lại thôi éo cần phải động não,1
thật may hổ ca của em vẫn còn khoẻ vậy là chứng táo bón của em vẫn còn chữa được,thật may hổ ca của em vẫn còn khoẻ vậy là chứng táo bón của em vẫn còn chữa được,0
cứ tiếng lại có ca nhiễm thế này nên đổi tên corona thành conchodinhung,cứ tiếng lại có ca nhiễm thế này nên đổi tên corona thành conchodinhung,0
phải có em ở đó em liếm anh châu cho chị ca thoải mái luôn,phải có em ở đó em liếm anh châu cho chị ca thoải mái luôn,0
kicm làm ca sĩ luôn rồi à,kicm làm ca sĩ luôn rồi à,0
may nen lam vay thi tottenham con kia la danh nhan gì ma hai gia đinh hai ca cong đong,may nen lam vay thi tottenham con kia la danh nhan gì ma hai gia đinh hai ca cong đong,0
